nb_drones: 30

# ── HUBS ──
hub: start_Theodor_Heuss_Stra_e 51124 544848 [color=blue max_drones=5]
hub: Rilkestra_e 51012 544058 [zone=normal color=blue max_drones=2]
hub: Rosenweg 51038 544065 [zone=normal color=blue max_drones=2]
hub: Am_Ratsplatz 51068 544039 [zone=normal color=blue max_drones=2]
hub: Wei_baumstra_e 51072 544043 [zone=normal color=blue max_drones=2]
hub: Thomas_Mann_Stra_e_2 51048 544066 [zone=normal color=blue max_drones=2]
hub: Von_Klug_Stra_e_2 51072 544057 [zone=normal color=blue max_drones=2]
hub: Von_Klug_Stra_e_3 51072 544063 [zone=normal color=blue max_drones=2]
hub: Wei_baumstra_e_2 51077 544053 [zone=normal color=blue max_drones=2]
hub: Von_Klug_Stra_e_4 51064 544050 [zone=normal color=blue max_drones=2]
hub: Wei_baumstra_e_3 51081 544050 [zone=normal color=blue max_drones=2]
hub: Stefan_Zweig_Stra_e 51078 544058 [zone=normal color=blue max_drones=2]
hub: Stefan_Zweig_Stra_e_2 51078 544061 [zone=normal color=blue max_drones=2]
hub: Schaeuffelenstra_e_6 51597 544534 [zone=normal color=blue max_drones=10]
hub: Raffeltersteige_5 51708 544481 [zone=normal color=blue max_drones=2]
hub: Kittlerstra_e 51614 544473 [zone=normal color=blue max_drones=2]
hub: Neckarsulmer_Stra_e_3 51621 544476 [zone=normal color=blue max_drones=10]
hub: Drosteweg 51695 544724 [zone=normal color=blue max_drones=2]
hub: Im_Stahlb_hl_5 51711 544747 [zone=normal color=blue max_drones=2]
hub: Traubenstra_e_5 51716 544735 [zone=normal color=blue max_drones=2]
hub: Robert_Bosch_Stra_e_11 51534 544862 [zone=normal color=blue max_drones=2]
hub: Ohmstra_e 51515 544278 [zone=normal color=blue max_drones=2]
hub: Industrieplatz_3 51587 544459 [zone=normal color=blue max_drones=5]
hub: Industrieplatz_4 51587 544458 [zone=normal color=blue max_drones=5]
hub: Weipertstra_e_2 51566 544506 [zone=normal color=blue max_drones=10]
hub: Weipertstra_e_3 51565 544507 [zone=normal color=blue max_drones=10]
hub: F_gerstra_e 51547 544498 [zone=normal color=blue max_drones=10]
hub: Etzelstra_e_2 51554 544471 [zone=normal color=blue max_drones=2]
hub: Weipertstra_e_4 51584 544464 [zone=normal color=blue max_drones=5]
hub: Weipertstra_e_5 51568 544503 [zone=normal color=blue max_drones=5]
hub: Industrieplatz_5 51585 544460 [zone=normal color=blue max_drones=5]
hub: Industrieplatz_6 51584 544459 [zone=normal color=blue max_drones=5]
hub: Frida_Schuhmacher_Stra_e_7 51409 544261 [zone=normal color=blue max_drones=2]
hub: Falterstra_e_4 51402 544260 [zone=normal color=blue max_drones=2]
hub: Otto_Hahn_Stra_e_2 51087 544077 [zone=normal color=blue max_drones=2]
hub: Kollwitzstra_e 51443 544343 [zone=normal color=blue max_drones=2]
hub: R_merstra_e_13 51434 544481 [zone=normal color=blue max_drones=10]
hub: Bernh_usle 51362 544289 [zone=normal color=blue max_drones=2]
hub: L_nderlesstra_e_9 51360 544293 [zone=normal color=blue max_drones=2]
hub: Keltenstra_e_3 51347 544891 [zone=normal color=blue max_drones=2]
hub: Hermann_Wolf_Stra_e_4 51395 544879 [zone=normal color=blue max_drones=2]
hub: Karl_W_st_Stra_e_5 51642 544301 [zone=normal color=blue max_drones=10]
hub: Karl_W_st_Stra_e_6 51643 544304 [zone=normal color=blue max_drones=10]
hub: Neckarsulmer_Stra_e_4 51643 544422 [zone=normal color=blue max_drones=10]
hub: 432825501 51644 544305 [zone=normal color=blue max_drones=10]
hub: Karl_W_st_Stra_e_7 51644 544304 [zone=normal color=blue max_drones=10]
hub: Gotenstra_e 51366 544867 [zone=normal color=blue max_drones=2]
hub: Palmstra_e_2 51411 544309 [zone=normal color=blue max_drones=2]
hub: Weinsberger_Stra_e_11 51628 544547 [zone=normal color=blue max_drones=10]
hub: Mannheimer_Stra_e_4 51615 544546 [zone=normal color=blue max_drones=10]
hub: Jakobgasse 51613 544571 [zone=normal color=blue max_drones=2]
hub: Sonnengasse_4 51624 544575 [zone=normal color=blue max_drones=10]
hub: Hasengasse 51601 544572 [zone=normal color=blue max_drones=2]
hub: Jahnheide_2 51388 544545 [zone=normal color=blue max_drones=2]
hub: Jahnheide_3 51392 544545 [zone=normal color=blue max_drones=2]
hub: Blumenstra_e_2 51376 544599 [zone=normal color=blue max_drones=2]
hub: Am_S_lmertor_2 51611 544488 [zone=normal color=blue max_drones=2]
hub: Im_Fleischbeil_5 51442 544435 [zone=normal color=blue max_drones=2]
hub: Marienburger_Stra_e_4 51420 544425 [zone=normal color=blue max_drones=2]
hub: Edisonstra_e_5 51547 544514 [zone=normal color=blue max_drones=2]
hub: Bebelstra_e 51789 544597 [zone=normal color=blue max_drones=2]
hub: Gymnasiumstra_e_4 51643 544600 [zone=normal color=blue max_drones=2]
hub: Moltkestra_e_5 51676 544602 [zone=normal color=blue max_drones=10]
hub: Karlsruher_Stra_e_3 51488 544639 [zone=normal color=blue max_drones=10]
hub: John_F_Kennedy_Stra_e_4 51602 544784 [zone=normal color=blue max_drones=2]
hub: Turmstra_e 51595 544552 [zone=normal color=blue max_drones=2]
hub: Stresemannstra_e_4 51308 544528 [zone=normal color=blue max_drones=2]
hub: Goerdelerstra_e_2 51285 544528 [zone=normal color=blue max_drones=2]
hub: Poststra_e 50810 544137 [zone=normal color=blue max_drones=2]
hub: Poststra_e_2 50816 544127 [zone=normal color=blue max_drones=2]
hub: Sankt_Alban_Gassen 50806 544135 [zone=normal color=blue max_drones=2]
hub: Industrieplatz_7 51585 544457 [zone=normal color=blue max_drones=5]
hub: Salzstra_e_10 51586 544460 [zone=normal color=blue max_drones=5]
hub: Industrieplatz_8 51585 544458 [zone=normal color=blue max_drones=5]
hub: Badstra_e_6 51429 544715 [zone=normal color=blue max_drones=2]
hub: Pf_hlstra_e_9 51723 544564 [zone=normal color=blue max_drones=2]
hub: Pf_hlstra_e_10 51725 544565 [zone=normal color=blue max_drones=2]
hub: Br_ckenstra_e 51522 544291 [zone=normal color=blue max_drones=10]
hub: Richard_Becker_Stra_e 51781 544617 [zone=normal color=blue max_drones=2]
hub: Kirschengartenstra_e 51655 544396 [zone=normal color=blue max_drones=2]
hub: Binswanger_Stra_e_7 51652 544417 [zone=normal color=blue max_drones=5]
hub: Weinsberger_Stra_e_12 51609 544547 [zone=normal color=blue max_drones=10]
hub: Weinsberger_Stra_e_13 51625 544549 [zone=normal color=blue max_drones=10]
hub: Weinsberger_Stra_e_14 51628 544549 [zone=normal color=blue max_drones=10]
hub: Weinsberger_Stra_e_15 51671 544552 [zone=normal color=blue max_drones=10]
hub: Stuttgarter_Stra_e_9 51655 544708 [zone=normal color=blue max_drones=10]
hub: Stuttgarter_Stra_e_10 51624 544792 [zone=normal color=blue max_drones=10]
hub: Oststra_e_7 51676 544587 [zone=normal color=blue max_drones=10]
hub: Karlstra_e_12 51675 544588 [zone=normal color=blue max_drones=10]
hub: Karlstra_e_13 51667 544587 [zone=normal color=blue max_drones=2]
hub: Weinsberger_Stra_e_16 51678 544552 [zone=normal color=blue max_drones=10]
hub: Oststra_e_8 51673 544619 [zone=normal color=blue max_drones=10]
hub: Oststra_e_9 51677 544558 [zone=normal color=blue max_drones=10]
hub: Oststra_e_10 51671 544648 [zone=normal color=blue max_drones=10]
hub: Lerchenstra_e_4 51657 544647 [zone=normal color=blue max_drones=2]
hub: K_ferflugstra_e_7 51629 544463 [zone=normal color=blue max_drones=10]
hub: Dammstra_e_8 51614 544535 [zone=normal color=blue max_drones=10]
hub: Burenstra_e_7 51618 544495 [zone=normal color=blue max_drones=10]
hub: Am_S_lmertor_3 51604 544502 [zone=normal color=blue max_drones=2]
hub: Kreuzenstra_e_12 51611 544486 [zone=normal color=blue max_drones=2]
hub: F_gerstra_e_2 51566 544508 [zone=normal color=blue max_drones=10]
hub: Bleichinselbr_cke 51557 544526 [zone=normal color=blue max_drones=10]
hub: Wollhausstra_e_9 51672 544631 [zone=normal color=blue max_drones=10]
hub: Wollhausstra_e_10 51667 544631 [zone=normal color=blue max_drones=2]
hub: Marienburger_Stra_e_5 51450 544421 [zone=normal color=blue max_drones=2]
hub: K_ferflugstra_e_8 51658 544447 [zone=normal color=blue max_drones=2]
hub: K_ferflugstra_e_9 51660 544445 [zone=normal color=blue max_drones=2]
hub: K_ferflugstra_e_10 51665 544442 [zone=normal color=blue max_drones=2]
hub: Bohnenbergerstra_e 51673 544468 [zone=normal color=blue max_drones=2]
hub: Rauchstra_e_5 51671 544474 [zone=normal color=blue max_drones=2]
hub: Neckarsulmer_Stra_e_5 51644 544418 [zone=normal color=blue max_drones=10]
hub: Neckarsulmer_Stra_e_6 51641 544421 [zone=normal color=blue max_drones=10]
hub: Binswanger_Stra_e_8 51647 544419 [zone=normal color=blue max_drones=5]
hub: Erlenbacher_Stra_e_5 51701 544488 [zone=normal color=blue max_drones=2]
hub: Erlenbacher_Stra_e_6 51702 544487 [zone=normal color=blue max_drones=2]
hub: Schickhardtstra_e_4 51669 544448 [zone=normal color=blue max_drones=2]
hub: Schickhardtstra_e_5 51673 544445 [zone=normal color=blue max_drones=2]
hub: Schickhardtstra_e_6 51673 544454 [zone=normal color=blue max_drones=2]
hub: Georg_Vogel_Stra_e_7 51461 544534 [zone=normal color=blue max_drones=2]
hub: Haigernstra_e_3 51391 544311 [zone=normal color=blue max_drones=2]
hub: Ludwigsburger_Stra_e_12 51395 544620 [zone=normal color=blue max_drones=2]
hub: 583006326 51421 544258 [zone=normal color=blue max_drones=2]
hub: Frida_Schuhmacher_Stra_e_8 51429 544258 [zone=normal color=blue max_drones=2]
hub: Frida_Schuhmacher_Stra_e_9 51409 544259 [zone=normal color=blue max_drones=2]
hub: Frida_Schuhmacher_Stra_e_10 51408 544260 [zone=normal color=blue max_drones=2]
hub: Maihaldenstra_e_3 51215 544352 [zone=normal color=blue max_drones=2]
hub: Kirchhausener_Stra_e_4 51214 544351 [zone=normal color=blue max_drones=2]
hub: Aiblinger_Stra_e_2 51241 544370 [zone=normal color=blue max_drones=2]
hub: Staffelweg 51253 544380 [zone=normal color=blue max_drones=2]
hub: T_lzer_Stra_e 51215 544368 [zone=normal color=blue max_drones=2]
hub: Wimpfener_Stra_e_12 51469 544144 [zone=normal color=blue max_drones=10]
hub: Goerdelerstra_e_3 51294 544541 [zone=normal color=blue max_drones=2]
hub: Goerdelerstra_e_4 51294 544528 [zone=normal color=blue max_drones=2]
hub: Krumme_Steige_2 51890 544644 [zone=normal color=blue max_drones=2]
hub: Eichendorffstra_e_2 51604 544741 [zone=normal color=blue max_drones=2]
hub: Jahnstra_e 51612 544736 [zone=normal color=blue max_drones=2]
hub: Stolzestra_e 51617 544737 [zone=normal color=blue max_drones=2]
hub: Louis_Hentges_Stra_e_4 51615 544744 [zone=normal color=blue max_drones=2]
hub: Schmidbergstra_e_7 51618 544730 [zone=normal color=blue max_drones=2]
hub: Louis_Hentges_Stra_e_5 51611 544744 [zone=normal color=blue max_drones=2]
hub: Schmidbergstra_e_8 51614 544729 [zone=normal color=blue max_drones=2]
hub: Wimpfener_Stra_e_13 51462 544147 [zone=normal color=blue max_drones=2]
hub: Wimpfener_Stra_e_14 51463 544143 [zone=normal color=blue max_drones=2]
hub: Wimpfener_Stra_e_15 51463 544142 [zone=normal color=blue max_drones=2]
hub: Wimpfener_Stra_e_16 51461 544140 [zone=normal color=blue max_drones=2]
hub: Wimpfener_Stra_e_17 51469 544140 [zone=normal color=blue max_drones=10]
hub: Wimpfener_Stra_e_18 51466 544143 [zone=normal color=blue max_drones=2]
hub: Neckartalstra_e_35 51469 544143 [zone=normal color=blue max_drones=10]
hub: Gerberstra_e_3 51593 544553 [zone=normal color=blue max_drones=2]
hub: Hanns_Bauer_Stra_e_3 51223 544155 [zone=normal color=blue max_drones=2]
hub: Hanns_Bauer_Stra_e_4 51223 544163 [zone=normal color=blue max_drones=2]
hub: Edisonstra_e_6 51552 544503 [zone=normal color=blue max_drones=2]
hub: Neckartalstra_e_36 51477 544419 [zone=normal color=blue max_drones=10]
hub: Karl_W_st_Stra_e_8 51643 544306 [zone=normal color=blue max_drones=10]
hub: Schaeuffelenstra_e_7 51599 544524 [zone=normal color=blue max_drones=10]
hub: Sichererstra_e_9 51594 544524 [zone=normal color=blue max_drones=2]
hub: Am_Gesundbrunnen_9 51367 544489 [zone=normal color=blue max_drones=10]
hub: Franz_Werfel_Stra_e_2 51019 544059 [zone=normal color=blue max_drones=2]
hub: Stefan_Zweig_Stra_e_3 51086 544058 [zone=normal color=blue max_drones=2]
hub: Stefan_Zweig_Stra_e_4 51083 544059 [zone=normal color=blue max_drones=2]
hub: Stefan_Zweig_Stra_e_5 51076 544062 [zone=normal color=blue max_drones=2]
hub: Saarlandstra_e_12 51302 544490 [zone=normal color=blue max_drones=10]
hub: Heidelberger_Stra_e_24 51305 544493 [zone=normal color=blue max_drones=10]
hub: Schickhardtstra_e_7 51678 544450 [zone=normal color=blue max_drones=2]
hub: Brackenheimer_Stra_e_8 51407 544778 [zone=normal color=blue max_drones=10]
hub: Schumannstra_e_4 51122 543962 [zone=normal color=blue max_drones=2]
hub: Bismarckstra_e_9 51672 544617 [zone=normal color=blue max_drones=2]
hub: Otto_Hahn_Stra_e_3 51081 544069 [zone=normal color=blue max_drones=2]
hub: Otto_Hahn_Stra_e_4 51087 544068 [zone=normal color=blue max_drones=2]
hub: Otto_Hahn_Stra_e_5 51090 544067 [zone=normal color=blue max_drones=2]
hub: Sperlingsberg 51020 544029 [zone=normal color=blue max_drones=2]
hub: Kehrh_ttenstra_e_10 51007 544026 [zone=normal color=blue max_drones=2]
hub: Rappengasse 51029 544010 [zone=normal color=blue max_drones=2]
hub: Wimpfener_Stra_e_19 51471 544213 [zone=normal color=blue max_drones=2]
hub: Neckartalstra_e_37 51458 544521 [zone=normal color=blue max_drones=10]
hub: Neckartalstra_e_38 51458 544513 [zone=normal color=blue max_drones=10]
hub: Neckartalstra_e_39 51458 544519 [zone=normal color=blue max_drones=10]
hub: Limesstra_e 51416 544547 [zone=normal color=blue max_drones=2]
hub: Jahnheide_4 51392 544552 [zone=normal color=blue max_drones=2]
hub: Horkheimer_Stra_e_16 51331 544859 [zone=normal color=blue max_drones=2]
hub: Horkheimer_Stra_e_17 51324 544861 [zone=normal color=blue max_drones=2]
hub: Saarlandstra_e_13 51442 544480 [zone=normal color=blue max_drones=10]
hub: R_merstra_e_14 51435 544477 [zone=normal color=blue max_drones=5]
hub: Saarlandstra_e_14 51435 544481 [zone=normal color=blue max_drones=10]
hub: Gymnasiumstra_e_5 51634 544614 [zone=normal color=blue max_drones=2]
hub: Gottlieb_Daimler_Stra_e_4 51545 544492 [zone=normal color=blue max_drones=2]
hub: F_gerstra_e_3 51538 544494 [zone=normal color=blue max_drones=10]
hub: Gottlieb_Daimler_Stra_e_5 51543 544496 [zone=normal color=blue max_drones=10]
hub: Gottlieb_Daimler_Stra_e_6 51553 544472 [zone=normal color=blue max_drones=2]
hub: F_gerstra_e_4 51532 544493 [zone=normal color=blue max_drones=10]
hub: Am_Wollhaus_8 51611 544625 [zone=normal color=blue max_drones=10]
hub: Weststra_e_3 51518 544630 [zone=normal color=blue max_drones=2]
hub: Karl_W_st_Stra_e_9 51600 544296 [zone=normal color=blue max_drones=10]
hub: Salzgrundstra_e_4 51564 544288 [zone=normal color=blue max_drones=10]
hub: Austra_e_16 51595 544290 [zone=normal color=blue max_drones=5]
hub: Salzgrundstra_e_5 51564 544287 [zone=normal color=blue max_drones=10]
hub: Salzstra_e_11 51579 544290 [zone=normal color=blue max_drones=10]
hub: Knorrstra_e_4 51585 544707 [zone=normal color=blue max_drones=2]
hub: Knorrstra_e_5 51587 544709 [zone=normal color=blue max_drones=10]
hub: Sontheimer_Landwehr_7 51496 544771 [zone=normal color=blue max_drones=2]
hub: Saarlandstra_e_15 51442 544482 [zone=normal color=blue max_drones=10]
hub: Wittumweg_3 50809 544175 [zone=normal color=blue max_drones=2]
hub: Weststra_e_4 51517 544630 [zone=normal color=blue max_drones=2]
hub: Weststra_e_5 51517 544632 [zone=normal color=blue max_drones=10]
hub: Karlsruher_Stra_e_4 51514 544632 [zone=normal color=blue max_drones=10]
hub: Ernst_J_ckh_Stra_e 51699 544468 [zone=normal color=blue max_drones=2]
hub: Kirchstra_e_2 51228 544411 [zone=normal color=blue max_drones=2]
hub: Kirchstra_e_3 51231 544417 [zone=normal color=blue max_drones=2]
hub: Kalistra_e 51512 544467 [zone=normal color=blue max_drones=2]
hub: Kalistra_e_2 51514 544468 [zone=normal color=blue max_drones=2]
hub: Inselwiesenstra_e 51512 544465 [zone=normal color=blue max_drones=2]
hub: Inselwiesenstra_e_2 51514 544466 [zone=normal color=blue max_drones=2]
hub: Im_Zukunftspark 51515 544447 [zone=normal color=blue max_drones=2]
hub: Im_Zukunftspark_2 51512 544464 [zone=normal color=blue max_drones=2]
hub: Wohlgelegen_2 51519 544426 [zone=normal color=blue max_drones=2]
hub: Mainzer_Stra_e_7 50836 544178 [zone=normal color=blue max_drones=2]
hub: Am_Teuerbr_nnle_9 50823 544187 [zone=normal color=blue max_drones=2]
hub: Am_Teuerbr_nnle_10 50811 544187 [zone=normal color=blue max_drones=2]
hub: Wittumweg_4 50802 544170 [zone=normal color=blue max_drones=2]
hub: Asperger_Stra_e_3 50783 544160 [zone=normal color=blue max_drones=2]
hub: Marburger_Stra_e_2 50802 544150 [zone=normal color=blue max_drones=2]
hub: Marburger_Stra_e_3 50800 544153 [zone=normal color=blue max_drones=2]
hub: B_llinger_Stra_e_6 51475 544261 [zone=normal color=blue max_drones=2]
hub: Strombergstra_e_4 51394 544746 [zone=normal color=blue max_drones=2]
hub: 939594659 51844 544403 [zone=normal color=blue max_drones=2]
hub: Industriebr_cke_2 51637 544416 [zone=normal color=blue max_drones=5]
hub: Karlsruher_Stra_e_5 51515 544633 [zone=normal color=blue max_drones=10]
hub: Weststra_e_6 51520 544634 [zone=normal color=blue max_drones=10]
hub: Karlsruher_Stra_e_6 51489 544637 [zone=normal color=blue max_drones=10]
hub: Weststra_e_7 51524 544635 [zone=normal color=blue max_drones=10]
hub: Karlsruher_Stra_e_7 51485 544638 [zone=normal color=blue max_drones=10]
hub: Schaeuffelenstra_e_8 51596 544537 [zone=normal color=blue max_drones=10]
hub: Saarlandstra_e_16 51450 544479 [zone=normal color=blue max_drones=10]
hub: Saarlandstra_e_17 51454 544478 [zone=normal color=blue max_drones=10]
hub: 2903641936 51603 544479 [zone=normal color=blue max_drones=2]
hub: Am_Seelesberg_2 51818 544644 [zone=normal color=blue max_drones=2]
hub: Neckarsulmer_Stra_e_7 51645 544412 [zone=normal color=blue max_drones=10]
hub: Br_ggemannstra_e_4 51597 544403 [zone=normal color=blue max_drones=5]
hub: Austra_e_17 51599 544403 [zone=normal color=blue max_drones=5]
hub: J_gerhausstra_e_14 51800 544627 [zone=normal color=blue max_drones=2]
hub: J_gerhausstra_e_15 51798 544626 [zone=normal color=blue max_drones=2]
hub: Austra_e_18 51600 544361 [zone=normal color=blue max_drones=5]
hub: Br_ggemannstra_e_5 51598 544402 [zone=normal color=blue max_drones=5]
hub: Austra_e_19 51602 544362 [zone=normal color=blue max_drones=5]
hub: Am_Gesundbrunnen_10 51377 544457 [zone=normal color=blue max_drones=2]
hub: Am_Gesundbrunnen_11 51368 544487 [zone=normal color=blue max_drones=2]
hub: Kaiserslauterner_Stra_e_6 51286 544421 [zone=normal color=blue max_drones=2]
hub: Schulberg 51041 544030 [zone=normal color=blue max_drones=2]
hub: Schleifweg 51226 544466 [zone=normal color=blue max_drones=2]
hub: Burgstallstra_e 51236 544466 [zone=normal color=blue max_drones=2]
hub: Burgstallstra_e_2 51236 544467 [zone=normal color=blue max_drones=2]
hub: Leintalstra_e_4 51237 544446 [zone=normal color=blue max_drones=5]
hub: Leintalstra_e_5 51230 544451 [zone=normal color=blue max_drones=5]
hub: Orthstra_e_6 51708 544521 [zone=normal color=blue max_drones=10]
hub: Orthstra_e_7 51703 544520 [zone=normal color=blue max_drones=2]
hub: Kanalstra_e_4 51449 544590 [zone=normal color=blue max_drones=10]
hub: Horkheimer_Stra_e_18 51385 544980 [zone=normal color=blue max_drones=5]
hub: 12507024725 51387 544152 [zone=normal color=blue max_drones=2]
hub: Derfflingerstra_e_3 51358 544570 [zone=normal color=blue max_drones=2]
hub: 1109896950 51490 544291 [zone=normal color=blue max_drones=10]
hub: Neckargartacher_Br_cke_6 51487 544295 [zone=normal color=blue max_drones=10]
hub: Neckargartacher_Br_cke_7 51489 544295 [zone=normal color=blue max_drones=10]
hub: Neckargartacher_Br_cke_8 51490 544294 [zone=normal color=blue max_drones=10]
hub: Allmendweg 50992 543964 [zone=normal color=blue max_drones=2]
hub: Wilhelm_Flinspach_Stra_e_3 50994 543972 [zone=normal color=blue max_drones=2]
